"INDEX_NAME","INDEX_CLASS","METRIC_NAME","SAMPLEID","METRIC_VALUE","LEVEL","NUMERIC_RULES","SYMBOL","LOWER","UPPER","INCREASE","DESCRIPTION","RULE_TYPE","EXC_RULE","NOTE_RULE","INCLUDE_PARAMETER","INCLUDE_SYMBOL","INCLUDE_THRESHOLD","SITE_TYPE","INDEX_REGION","MEMBERSHIP","NAME_WIDE"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_Cott","e30ce930-9753-439b-9aea-6e2c97268482",4,2,"> 4 (3.5-5)",">",3.5,5,TRUE,"number of age classes - Family COTTIDAE","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0.333333333333333,"Main_BarberPool_L2_Rule0_n_ac_Cott"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_Cott","92861508-db6f-4890-b2ca-183041768c91",3,4,"> 1 (0.5-2)",">",0.5,2,TRUE,"number of age classes - Family COTTIDAE","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L4_Rule0_n_ac_Cott"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_Cott","92861508-db6f-4890-b2ca-183041768c91",3,3,"> 2 (2-3.5)",">",2,3.5,TRUE,"number of age classes - Family COTTIDAE","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0.666666666666667,"Main_BarberPool_L3_Rule0_n_ac_Cott"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_Cott","92861508-db6f-4890-b2ca-183041768c91",3,2,"> 4 (3.5-5)",">",3.5,5,TRUE,"number of age classes - Family COTTIDAE","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0,"Main_BarberPool_L2_Rule0_n_ac_Cott"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_rbt","e30ce930-9753-439b-9aea-6e2c97268482",5,2,"> 5 (4.5-6)",">",4.5,6,TRUE,"number of age classes - Rainbow Trout","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0.333333333333333,"Main_BarberPool_L2_Rule0_n_ac_rbt"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_rbt","e30ce930-9753-439b-9aea-6e2c97268482",5,4,"> 1 (0.5-2)",">",0.5,2,TRUE,"number of age classes - Rainbow Trout","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L4_Rule0_n_ac_rbt"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_rbt","e30ce930-9753-439b-9aea-6e2c97268482",5,3,"> 3 (2.5-4.5)",">",2.5,4.5,TRUE,"number of age classes - Rainbow Trout","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L3_Rule0_n_ac_rbt"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_rbt","92861508-db6f-4890-b2ca-183041768c91",5,2,"> 5 (4.5-6)",">",4.5,6,TRUE,"number of age classes - Rainbow Trout","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0.333333333333333,"Main_BarberPool_L2_Rule0_n_ac_rbt"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_rbt","92861508-db6f-4890-b2ca-183041768c91",5,4,"> 1 (0.5-2)",">",0.5,2,TRUE,"number of age classes - Rainbow Trout","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L4_Rule0_n_ac_rbt"
"LBR_Fish_BCG_v1","Main_BarberPool","n_ac_rbt","92861508-db6f-4890-b2ca-183041768c91",5,3,"> 3 (2.5-4.5)",">",2.5,4.5,TRUE,"number of age classes - Rainbow Trout","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L3_Rule0_n_ac_rbt"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_BCG2_att1234b","e30ce930-9753-439b-9aea-6e2c97268482",5,2,"> 6 (5-8)",">",5,8,TRUE,"number of taxa - BCG Attribute I + II + III + IV_better","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0,"Main_BarberPool_L2_Rule0_nt_BCG2_att1234b"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_BCG2_att1234b","e30ce930-9753-439b-9aea-6e2c97268482",5,3,"> 3 (2-5)",">",2,5,TRUE,"number of taxa - BCG Attribute I + II + III + IV_better","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L3_Rule0_nt_BCG2_att1234b"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_BCG2_att1234b","e30ce930-9753-439b-9aea-6e2c97268482",5,4,"> 1 (0.5-2)",">",0.5,2,TRUE,"number of taxa - BCG Attribute I + II + III + IV_better","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L4_Rule0_nt_BCG2_att1234b"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_BCG2_att1234b","92861508-db6f-4890-b2ca-183041768c91",4,2,"> 6 (5-8)",">",5,8,TRUE,"number of taxa - BCG Attribute I + II + III + IV_better","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0,"Main_BarberPool_L2_Rule0_nt_BCG2_att1234b"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_BCG2_att1234b","92861508-db6f-4890-b2ca-183041768c91",4,3,"> 3 (2-5)",">",2,5,TRUE,"number of taxa - BCG Attribute I + II + III + IV_better","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0.666666666666667,"Main_BarberPool_L3_Rule0_nt_BCG2_att1234b"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_BCG2_att1234b","92861508-db6f-4890-b2ca-183041768c91",4,4,"> 1 (0.5-2)",">",0.5,2,TRUE,"number of taxa - BCG Attribute I + II + III + IV_better","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L4_Rule0_nt_BCG2_att1234b"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","92861508-db6f-4890-b2ca-183041768c91",6,5,"> 0 (0-1)",">",0,1,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L5_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","92861508-db6f-4890-b2ca-183041768c91",6,3,"> 6 (5-8)",">",5,8,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0.333333333333333,"Main_BarberPool_L3_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","92861508-db6f-4890-b2ca-183041768c91",6,4,"> 3 (2-5)",">",2,5,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L4_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","92861508-db6f-4890-b2ca-183041768c91",6,2,"> 12 (11-14)",">",11,14,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0,"Main_BarberPool_L2_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","e30ce930-9753-439b-9aea-6e2c97268482",8,5,"> 0 (0-1)",">",0,1,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L5_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","e30ce930-9753-439b-9aea-6e2c97268482",8,3,"> 6 (5-8)",">",5,8,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L3_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","e30ce930-9753-439b-9aea-6e2c97268482",8,4,"> 3 (2-5)",">",2,5,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",1,"Main_BarberPool_L4_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_native","e30ce930-9753-439b-9aea-6e2c97268482",8,2,"> 12 (11-14)",">",11,14,TRUE,"number of native taxa","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0,"Main_BarberPool_L2_Rule0_nt_native"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_repro_lithophil","92861508-db6f-4890-b2ca-183041768c91",4,2,"> 7 (6-9)",">",6,9,TRUE,"number of taxa - LITHOPHIL (requires clean, coarse substrate)","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0,"Main_BarberPool_L2_Rule0_nt_repro_lithophil"
"LBR_Fish_BCG_v1","Main_BarberPool","nt_repro_lithophil","92861508-db6f-4890-b2ca-183041768c91",4,3,"> 4 (3-6)",">",3,6,TRUE,"number of taxa - LITHOPHIL (requires clean, coarse substrate)","Rule0",NA,NA,NA,NA,NA,"Main_BarberPool","Main_BarberPool",0.333333333333333,"Main_BarberPool_L3_Rule0_nt_repro_lithophil"
